Player,Pos,Age,Tm,G,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,TOV,PS/G,Season
DeMar DeRozan\derozde01,SG,22,TOR,63,0.261,0.44,0.435,0.81,3.3,2,0.8,0.3,2,16.7,11~12
Marquis Daniels\daniema01,SG,31,BOS,38,0,0.391,0.364,0.739,1.7,1.2,0.6,0.2,0.7,3.2,11~12
Jordan Crawford\crawfjo02,SG,23,WAS,64,0.289,0.451,0.446,0.793,2.6,3,0.9,0.1,2.2,14.7,11~12
Daequan Cook\cookda02,SG,24,OKC,57,0.346,0.441,0.502,0.636,2.1,0.3,0.4,0.2,0.3,5.5,11~12
Vince Carter\cartevi01,SG,35,DAL,61,0.361,0.442,0.48,0.826,3.4,2.3,0.9,0.4,1.4,10.1,11~12
Matt Carroll\carroma01,SG,31,CHA,53,0.186,0.386,0.357,0.789,1.1,0.7,0.3,0.1,0.5,2.7,11~12
Jimmy Butler\butleji01,SG,22,CHI,42,0.182,0.441,0.418,0.768,1.3,0.3,0.3,0.1,0.3,2.6,11~12
Alec Burks\burksal01,SG,20,UTA,59,0.333,0.442,0.45,0.727,2.2,0.9,0.5,0.1,0.9,7.2,11~12
Kobe Bryant\bryanko01,SG,33,LAL,58,0.303,0.464,0.462,0.845,5.4,4.6,1.2,0.3,3.5,27.9,11~12
Shannon Brown\brownsh01,SG,26,PHO,59,0.362,0.446,0.477,0.808,2.7,1.2,0.7,0.3,1.1,11,11~12
MarShon Brooks\brookma01,SG,23,NJN,56,0.313,0.463,0.465,0.764,3.6,2.3,0.9,0.3,2.1,12.6,11~12
Ronnie Brewer\brewero02,SG,26,CHI,66,0.275,0.455,0.448,0.56,3.5,2.1,1.1,0.3,0.9,6.9,11~12
Chauncey Billups\billuch01,SG,35,LAC,20,0.384,0.34,0.469,0.895,2.5,4,0.5,0.2,1.9,15,11~12
Raja Bell\bellra01,SG,35,UTA,34,0.391,0.54,0.563,0.84,1.4,1.1,0.4,0.1,0.6,6.4,11~12
Marco Belinelli\belinma01,SG,25,NOH,66,0.377,0.445,0.495,0.783,2.6,1.5,0.7,0.1,1,11.8,11~12
Leandro Barbosa\barbole01,SG,29,TOT,64,0.382,0.441,0.476,0.815,2,1.5,0.9,0.1,1.5,11.1,11~12
Kelenna Azubuike\azubuke01,SG,28,DAL,3,0.333,0.4,0.438,,0,0,0.3,0,1.3,2.3,11~12
James Anderson\anderja01,SG,22,SAS,51,0.279,0.443,0.434,0.75,1.5,0.8,0.2,0,0.6,3.7,11~12
Morris Almond\almonmo01,SG,26,WAS,4,0.333,0.357,0.382,0.333,2,0.5,1.8,0,0.3,3.5,11~12
Tony Allen\allento01,SG,30,MEM,58,0.308,0.479,0.478,0.8,4,1.4,1.8,0.6,1.6,9.8,11~12
Ray Allen*\allenra02,SG,36,BOS,46,0.453,0.463,0.566,0.915,3.1,2.4,1.1,0.2,1.5,14.2,11~12
Arron Afflalo\afflaar01,SG,26,DEN,62,0.398,0.504,0.534,0.798,3.2,2.4,0.6,0.2,1.4,15.2,11~12
Sam Young\youngsa01,SG,27,IND,56,0.308,0.438,0.446,0.535,2.2,0.8,0.3,0.1,0.6,2.8,12~13
Nick Young\youngni01,SG,27,PHI,59,0.357,0.449,0.482,0.82,2.2,1.4,0.6,0.2,0.8,10.6,12~13
Tony Wroten\wroteto01,SG,19,MEM,35,0.25,0.414,0.407,0.724,0.8,1.2,0.2,0.1,0.8,2.6,12~13
Chris Wright\wrighch02,SG,23,DAL,3,,0.5,0.5,,0,0,0,0,0.3,0.7,12~13
Lou Williams\willilo02,SG,26,ATL,39,0.367,0.466,0.503,0.868,2.1,3.6,1.1,0.3,1.9,14.1,12~13
Damien Wilkins\wilkida02,SG,33,PHI,61,0.333,0.483,0.486,0.743,1.7,1.5,0.6,0.3,0.8,6.4,12~13
Dion Waiters\waitedi01,SG,21,CLE,61,0.31,0.446,0.451,0.746,2.4,3,1,0.3,2,14.7,12~13
Dwyane Wade\wadedw01,SG,31,MIA,69,0.258,0.537,0.528,0.725,5,5.1,1.9,0.8,2.8,21.2,12~13
P.J. Tucker\tuckepj01,SG,27,PHO,79,0.314,0.503,0.498,0.744,4.4,1.4,0.8,0.2,0.8,6.4,12~13
Marcus Thornton\thornma01,SG,25,SAC,72,0.372,0.484,0.52,0.881,2.5,1.3,0.8,0.1,0.9,12.7,12~13
Klay Thompson\thompkl01,SG,22,GSW,82,0.401,0.437,0.509,0.841,3.7,2.2,1,0.5,1.9,16.6,12~13
Jason Terry\terryja01,SG,35,BOS,79,0.372,0.498,0.529,0.87,2,2.5,0.8,0.1,1.3,10.1,12~13
Garrett Temple\templga01,SG,26,WAS,51,0.325,0.444,0.457,0.703,2.4,2.3,1,0.3,1.2,5.1,12~13
Rodney Stuckey\stuckro01,SG,26,DET,76,0.302,0.44,0.443,0.783,2.8,3.6,0.7,0.2,1.8,11.5,12~13
DeShawn Stevenson\stevede01,SG,31,ATL,56,0.364,0.415,0.519,0.522,2.2,0.9,0.5,0.1,0.4,5.1,12~13
Lance Stephenson\stephla01,SG,22,IND,78,0.33,0.52,0.512,0.652,3.9,2.9,1,0.2,1.4,8.8,12~13
J.R. Smith\smithjr01,SG,27,NYK,80,0.356,0.458,0.484,0.762,5.3,2.7,1.3,0.3,1.7,18.1,12~13
Alexey Shved\shvedal01,SG,24,MIN,77,0.295,0.435,0.439,0.72,2.3,3.7,0.7,0.4,1.9,8.6,12~13
Iman Shumpert\shumpim01,SG,22,NYK,45,0.402,0.392,0.489,0.766,3,1.7,1,0.2,0.8,6.8,12~13
Ramon Sessions\sessira01,SG,26,CHA,61,0.308,0.427,0.433,0.839,2.8,3.8,0.8,0.1,1.7,14.4,12~13
Thabo Sefolosha\sefolth01,SG,28,OKC,81,0.419,0.558,0.597,0.826,3.9,1.5,1.3,0.5,0.8,7.6,12~13
Brandon Roy\roybr01,SG,28,MIN,5,0,0.423,0.314,0.7,2.8,4.6,0.6,0,1.4,5.8,12~13
Terrence Ross\rosste01,SG,21,TOR,73,0.332,0.464,0.478,0.714,2,0.7,0.6,0.2,0.7,6.4,12~13
Austin Rivers\riverau01,SG,20,NOH,61,0.326,0.385,0.408,0.546,1.8,2.1,0.4,0.1,1.2,6.2,12~13
Luke Ridnour\ridnolu01,SG,31,MIN,82,0.311,0.503,0.493,0.848,2.5,3.8,1,0.2,1.6,11.5,12~13
Jason Richardson\richaja01,SG,32,PHI,33,0.341,0.462,0.487,0.606,3.8,1.5,1.2,0.5,0.8,10.5,12~13
J.J. Redick\redicjj01,SG,28,TOT,78,0.366,0.506,0.528,0.9,2.2,3.8,0.5,0.1,1.8,14.1,12~13
Chris Quinn\quinnch01,SG,29,CLE,7,0,0.364,0.25,1,0.3,1.3,0.4,0,0.9,1.4,12~13
Sasha Pavlovic\pavloal01,SG,29,POR,39,0.3,0.407,0.429,0.167,1.4,0.8,0.6,0.1,0.4,2.6,12~13
Gary Neal\nealga01,SG,28,SAS,68,0.355,0.454,0.487,0.865,2.1,1.9,0.4,0,1,9.5,12~13
Kevin Murphy\murphke01,SG,22,UTA,17,0.2,0.261,0.268,,0.2,0.1,0.1,0,0.2,0.9,12~13
Anthony Morrow\morroan01,SG,27,TOT,41,0.372,0.471,0.497,0.909,0.7,0.3,0.3,0,0.2,4,12~13
E'Twaun Moore\mooreet01,SG,23,ORL,75,0.34,0.424,0.452,0.797,2.2,2.7,0.7,0.3,1.4,7.8,12~13
Khris Middleton\middlkh01,SG,21,DET,27,0.311,0.5,0.489,0.844,1.9,1,0.6,0.1,0.4,6.1,12~13
Jodie Meeks\meeksjo01,SG,25,LAL,78,0.357,0.441,0.502,0.896,2.2,0.9,0.7,0.1,0.7,7.9,12~13
O.J. Mayo\mayooj01,SG,25,DAL,82,0.407,0.471,0.519,0.82,3.5,4.4,1.1,0.3,2.6,15.3,12~13
Wesley Matthews\matthwe02,SG,26,POR,69,0.398,0.478,0.54,0.797,2.8,2.5,1.3,0.3,1.6,14.8,12~13
Roger Mason\masonro01,SG,32,NOH,69,0.415,0.452,0.541,0.907,1.9,1.1,0.4,0.2,0.7,5.3,12~13
Kevin Martin\martike02,SG,29,OKC,77,0.426,0.472,0.551,0.89,2.3,1.4,0.9,0.1,1.3,14,12~13
DeAndre Liggins\liggide01,SG,24,OKC,39,0.368,0.5,0.521,0.5,1.4,0.4,0.5,0.1,0.4,1.5,12~13
Malcolm Lee\leema01,SG,22,MIN,16,0.333,0.404,0.434,0.6,2.4,1.3,0.8,0.4,0.6,4.9,12~13
Courtney Lee\leeco01,SG,27,BOS,78,0.372,0.503,0.519,0.861,2.4,1.8,1.1,0.3,1.1,7.8,12~13
Doron Lamb\lambdo01,SG,21,TOT,47,0.378,0.365,0.411,0.588,1,0.7,0.3,0,0.6,3.3,12~13
Jason Kidd*\kiddja01,SG,39,NYK,76,0.351,0.452,0.511,0.833,4.3,3.3,1.6,0.3,1,6,12~13
Darius Johnson~Odom\johnsda03,SG,23,LAL,4,0,0,0,,1,0.3,0,0,0,0,12~13
Orlando Johnson\johnsor01,SG,23,IND,51,0.383,0.419,0.5,0.719,2.2,0.9,0.2,0.2,0.6,4,12~13
Joe Johnson\johnsjo02,SG,31,BRK,72,0.375,0.452,0.493,0.82,3,3.5,0.7,0.2,1.7,16.3,12~13
John Jenkins\jenkijo01,SG,21,ATL,61,0.384,0.5,0.536,0.843,1.5,0.9,0.2,0.2,0.7,6.1,12~13
Jarrett Jack\jackja01,SG,29,GSW,79,0.404,0.466,0.499,0.843,3.1,5.6,0.8,0.1,2,12.9,12~13
Royal Ivey\iveyro01,SG,31,PHI,53,0.42,0.446,0.559,0.563,1.1,0.6,0.4,0.1,0.4,3.2,12~13
Andre Iguodala\iguodan01,SG,29,DEN,80,0.317,0.515,0.502,0.574,5.3,5.4,1.7,0.7,2.6,13,12~13
Justin Holiday\holidju01,SG,23,PHI,9,0.25,0.375,0.375,0.75,1.6,1.7,0.3,0.7,1,4.7,12~13
Cory Higgins\higgico01,SG,23,CHA,6,0.2,0.357,0.342,0.5,0.5,0.8,0.5,0,0,2.3,12~13
Gerald Henderson\hendege02,SG,25,CHA,68,0.33,0.462,0.466,0.824,3.7,2.6,1,0.5,1.6,15.5,12~13
Terrel Harris\harrite01,SG,25,TOT,20,0,0.211,0.148,0.7,1.3,0.5,0.1,0.2,0.9,0.8,12~13
Devin Harris\harride01,SG,29,ATL,58,0.335,0.549,0.525,0.727,2,3.4,1.1,0.2,1.5,9.9,12~13
James Harden\hardeja01,SG,23,HOU,78,0.368,0.477,0.504,0.851,4.9,5.8,1.8,0.5,3.8,25.9,12~13
Richard Hamilton\hamilri01,SG,34,CHI,50,0.308,0.444,0.446,0.857,1.7,2.4,0.5,0.1,1.7,9.8,12~13
Willie Green\greenwi01,SG,31,LAC,72,0.428,0.486,0.553,0.719,1.3,0.8,0.4,0.2,0.4,6.3,12~13
Danny Green\greenda02,SG,25,SAS,80,0.429,0.48,0.581,0.848,3.1,1.8,1.2,0.7,1.2,10.5,12~13
Andrew Goudelock\goudean01,SG,24,LAL,1,,0,0,,1,0,0,0,0,0,12~13
Eric Gordon\gordoer01,SG,24,NOH,42,0.324,0.436,0.45,0.842,1.8,3.3,1.1,0.2,2.8,17,12~13
Ben Gordon\gordobe01,SG,29,CHA,75,0.387,0.421,0.482,0.843,1.7,1.9,0.5,0.2,1.8,11.2,12~13
Manu Ginobili\ginobma01,SG,35,SAS,60,0.353,0.48,0.502,0.796,3.4,4.6,1.3,0.2,2.2,11.8,12~13
Jimmer Fredette\fredeji01,SG,23,SAC,69,0.417,0.423,0.5,0.859,1,1.3,0.4,0,1,7.2,12~13
Randy Foye\foyera01,SG,29,UTA,82,0.41,0.378,0.518,0.819,1.5,2,0.8,0.3,1.1,10.8,12~13
Evan Fournier\fournev01,SG,20,DEN,38,0.407,0.541,0.566,0.769,0.9,1.2,0.5,0,0.8,5.3,12~13
Tyreke Evans\evansty01,SG,23,SAC,65,0.338,0.508,0.508,0.775,4.4,3.5,1.4,0.4,2,15.2,12~13
Kim English\engliki01,SG,24,DET,41,0.28,0.452,0.438,0.724,0.9,0.6,0.4,0.1,0.5,2.9,12~13
Monta Ellis\ellismo01,SG,27,MIL,82,0.287,0.454,0.448,0.773,3.9,6,2.1,0.4,3.1,19.2,12~13
Wayne Ellington\ellinwa01,SG,25,TOT,78,0.392,0.457,0.516,0.907,2.1,1.3,0.6,0,0.7,7.9,12~13
Chris Douglas~Roberts\douglch01,SG,26,DAL,6,0,0.5,0.357,0.7,0.8,0.7,0.3,0,0.2,2.8,12~13
DeMar DeRozan\derozde01,SG,23,TOR,82,0.283,0.463,0.459,0.831,3.9,2.5,0.9,0.3,1.8,18.1,12~13
Nando De Colo\decolna01,SG,25,SAS,72,0.378,0.465,0.5,0.795,1.9,1.9,0.6,0.1,1.1,3.8,12~13
Jared Cunningham\cunnija01,SG,21,DAL,8,0.667,0.364,0.5,1,0.4,0.1,0.1,0,0.3,2,12~13
Jordan Crawford\crawfjo02,SG,24,TOT,70,0.337,0.455,0.472,0.811,3,3.2,0.6,0.1,2,11.6,12~13
Jamal Crawford\crawfja01,SG,32,LAC,76,0.376,0.477,0.511,0.871,1.7,2.5,1,0.2,1.9,16.5,12~13
Daequan Cook\cookda02,SG,25,TOT,49,0.286,0.329,0.383,0.75,1.2,0.4,0.2,0.1,0.3,2.8,12~13
Matt Carroll\carroma01,SG,32,CHA,1,,,,,0,1,0,0,0,0,12~13
Alec Burks\burksal01,SG,21,UTA,64,0.359,0.439,0.463,0.713,2.3,1.4,0.5,0.2,1.2,7,12~13
Kobe Bryant\bryanko01,SG,34,LAL,78,0.324,0.51,0.504,0.839,5.6,6,1.4,0.3,3.7,27.3,12~13
Shannon Brown\brownsh01,SG,27,PHO,59,0.277,0.467,0.454,0.784,2.5,1.8,1,0.3,1.3,10.5,12~13
MarShon Brooks\brookma01,SG,24,BRK,73,0.273,0.5,0.485,0.734,1.4,1,0.5,0.2,0.9,5.4,12~13
Keith Bogans\boganke01,SG,32,BRK,74,0.343,0.615,0.528,0.647,1.6,1,0.4,0.1,0.7,4.2,12~13
Chauncey Billups\billuch01,SG,36,LAC,22,0.367,0.476,0.527,0.938,1.5,2.2,0.5,0,1.2,8.4,12~13
Marco Belinelli\belinma01,SG,26,CHI,73,0.357,0.416,0.46,0.839,1.9,2,0.6,0.1,1.1,9.6,12~13
Bradley Beal\bealbr01,SG,19,WAS,56,0.386,0.424,0.477,0.786,3.8,2.4,0.9,0.5,1.6,13.9,12~13
Kent Bazemore\bazemke01,SG,23,GSW,61,0.294,0.402,0.414,0.614,0.4,0.4,0.3,0.1,0.3,2,12~13
Will Barton\bartowi01,SG,22,POR,73,0.138,0.447,0.396,0.769,2,0.8,0.5,0.1,0.8,4,12~13
Tony Allen\allento01,SG,31,MEM,79,0.125,0.458,0.447,0.717,4.6,1.2,1.5,0.6,1.2,8.9,12~13
Ray Allen*\allenra02,SG,37,MIA,79,0.419,0.48,0.555,0.886,2.7,1.7,0.8,0.2,1.3,10.9,12~13
Nick Young\youngni01,SG,28,LAL,64,0.386,0.468,0.511,0.825,2.6,1.5,0.7,0.2,1.5,17.9,13~14
Elliot Williams\williel01,SG,24,PHI,67,0.296,0.486,0.47,0.731,1.9,1.1,0.5,0,1,6,13~14
Dion Waiters\waitedi01,SG,22,CLE,70,0.368,0.455,0.479,0.685,2.8,3,0.9,0.2,2.2,15.9,13~14
Dwyane Wade\wadedw01,SG,32,MIA,54,0.281,0.557,0.551,0.733,4.5,4.7,1.5,0.5,3,19,13~14
Sasha Vujacic\vujacsa01,SG,29,LAC,2,0.5,0.333,0.5,,1.5,0,0.5,0,1.5,2.5,13~14
Beno Udrih\udrihbe01,SG,31,TOT,41,0.452,0.434,0.492,0.833,1.4,2.8,0.6,0.1,1.1,4.9,13~14
Marcus Thornton\thornma01,SG,26,TOT,72,0.345,0.443,0.48,0.804,2.8,1.1,0.8,0.2,0.9,9.8,13~14
Klay Thompson\thompkl01,SG,23,GSW,81,0.417,0.464,0.533,0.795,3.1,2.2,0.9,0.5,1.7,18.4,13~14
Garrett Temple\templga01,SG,27,WAS,75,0.207,0.402,0.383,0.698,0.9,1,0.5,0.1,0.6,1.8,13~14
Marquis Teague\teaguma01,SG,20,TOT,40,0.278,0.327,0.34,0.743,1,1.5,0.3,0.1,1,2.7,13~14
Rodney Stuckey\stuckro01,SG,27,DET,73,0.273,0.455,0.45,0.836,2.3,2.1,0.7,0.1,1.7,13.9,13~14
Julyan Stone\stoneju01,SG,25,TOR,21,0.25,0.556,0.471,0.667,1,0.6,0.1,0,0.2,0.9,13~14
Lance Stephenson\stephla01,SG,23,IND,78,0.352,0.545,0.54,0.711,7.2,4.6,0.7,0.1,2.7,13.8,13~14
D.J. Stephens\stephdj01,SG,23,MIL,3,,0.429,0.429,1,1.7,0,0,0,0,2.3,13~14
Tony Snell\snellto01,SG,22,CHI,77,0.32,0.456,0.469,0.756,1.6,0.9,0.4,0.2,0.6,4.5,13~14
Donald Sloan\sloando01,SG,26,IND,48,0.238,0.453,0.419,0.6,0.9,1,0.2,0,0.5,2.3,13~14
Peyton Siva\sivape01,SG,23,DET,24,0.28,0.344,0.377,0.733,0.6,1.4,0.4,0,0.8,2.3,13~14
Alexey Shved\shvedal01,SG,25,MIN,63,0.294,0.341,0.384,0.756,1.3,1.1,0.4,0.3,0.8,4,13~14
Iman Shumpert\shumpim01,SG,23,NYK,74,0.333,0.418,0.457,0.746,4.2,1.7,1.2,0.2,1.1,6.7,13~14
Thabo Sefolosha\sefolth01,SG,29,OKC,61,0.316,0.495,0.485,0.768,3.6,1.5,1.3,0.3,0.9,6.3,13~14
Brandon Rush\rushbr01,SG,28,UTA,38,0.34,0.326,0.422,0.6,1.2,0.6,0.1,0.2,0.5,2.1,13~14
Terrence Ross\rosste01,SG,22,TOR,81,0.395,0.458,0.531,0.837,3.1,1,0.8,0.3,1.1,10.9,13~14
Andre Roberson\roberan03,SG,22,OKC,40,0.154,0.564,0.5,0.7,2.4,0.4,0.5,0.3,0.5,1.9,13~14
Glen Rice\ricegl02,SG,23,WAS,11,0.294,0.3,0.365,0.714,1.8,0.6,0.5,0.1,0.8,2.9,13~14
J.J. Redick\redicjj01,SG,29,LAC,35,0.395,0.507,0.546,0.915,2.1,2.2,0.8,0.1,1.2,15.2,13~14
Ronnie Price\pricero01,SG,30,ORL,31,0.209,0.388,0.353,0.692,1.4,2.1,0.8,0.1,0.8,2.4,13~14
A.J. Price\priceaj01,SG,27,MIN,28,0.273,0.542,0.478,0,0.4,0.5,0,0,0.3,1.6,13~14
Quincy Pondexter\pondequ01,SG,25,MEM,15,0.324,0.444,0.462,0.808,1.7,1.3,0.3,0.1,1,6.3,13~14
Nemanja Nedovic\nedovne01,SG,22,GSW,24,0.167,0.238,0.244,0.875,0.6,0.5,0,0,0.5,1.1,13~14
Gary Neal\nealga01,SG,29,TOT,52,0.378,0.43,0.482,0.895,1.7,1.6,0.3,0,1.2,10.5,13~14
Shabazz Muhammad\muhamsh01,SG,21,MIN,37,0.273,0.478,0.472,0.65,1.4,0.2,0.2,0,0.4,3.9,13~14
Anthony Morrow\morroan01,SG,28,NOP,76,0.451,0.462,0.542,0.828,1.8,0.8,0.5,0.2,0.7,8.4,13~14
E'Twaun Moore\mooreet01,SG,24,ORL,79,0.354,0.468,0.49,0.765,1.7,1.4,0.8,0.2,0.7,6.3,13~14
Andre Miller\millean02,SG,37,TOT,58,0.524,0.452,0.483,0.779,2.2,3.4,0.6,0.2,1.1,4.9,13~14
C.J. Miles\milescj01,SG,26,CLE,51,0.393,0.48,0.537,0.853,2,1,0.9,0.3,0.9,9.9,13~14
Jodie Meeks\meeksjo01,SG,26,LAL,77,0.401,0.514,0.554,0.857,2.5,1.8,1.4,0.1,1.4,15.7,13~14
Ben McLemore\mclembe01,SG,20,SAC,82,0.32,0.419,0.446,0.804,2.9,1,0.5,0.2,1.2,8.8,13~14
CJ McCollum\mccolcj01,SG,22,POR,38,0.375,0.449,0.5,0.676,1.3,0.7,0.4,0.1,0.9,5.3,13~14
O.J. Mayo\mayooj01,SG,26,MIL,52,0.37,0.433,0.484,0.864,2.4,2.2,0.5,0.3,1.8,11.7,13~14
Wesley Matthews\matthwe02,SG,27,POR,82,0.393,0.49,0.541,0.837,3.5,2.4,0.9,0.2,1.3,16.4,13~14
Roger Mason\masonro01,SG,33,MIA,25,0.354,0.421,0.5,1,0.9,0.8,0.2,0,0.4,3,13~14
Kevin Martin\martike02,SG,30,MIN,68,0.387,0.448,0.486,0.891,3,1.8,1,0.1,1.6,19.1,13~14
DeAndre Liggins\liggide01,SG,25,MIA,1,,1,1,,1,0,0,0,0,2,13~14
Courtney Lee\leeco01,SG,28,TOT,79,0.371,0.531,0.539,0.884,2.4,1.5,0.8,0.4,0.9,9.6,13~14
Ricky Ledo\ledori01,SG,21,DAL,11,0.375,0.333,0.441,1,0.2,0.2,0.1,0,0.2,1.7,13~14
Jeremy Lamb\lambje01,SG,21,OKC,78,0.356,0.483,0.504,0.797,2.4,1.5,0.7,0.3,0.8,8.5,13~14
Doron Lamb\lambdo01,SG,22,ORL,53,0.4,0.386,0.506,0.806,0.9,0.8,0.2,0,0.5,3.6,13~14
Kyle Korver\korveky01,SG,32,ATL,71,0.472,0.479,0.626,0.926,4,2.9,1,0.3,1.4,12,13~14
Cory Joseph\josepco01,SG,22,SAS,68,0.316,0.502,0.498,0.823,1.6,1.7,0.5,0.2,0.6,5,13~14
Darius Johnson~Odom\johnsda03,SG,24,PHI,3,0,0,0,0,0.7,0.3,0.3,0,0.7,0,13~14
Orlando Johnson\johnsor01,SG,24,TOT,45,0.191,0.409,0.358,0.731,1.2,0.4,0.1,0,0.3,2.2,13~14
Joe Johnson\johnsjo02,SG,32,BRK,79,0.401,0.489,0.533,0.815,3.4,2.7,0.6,0.1,1.5,15.8,13~14
John Jenkins\jenkijo01,SG,22,ATL,13,0.222,0.5,0.429,1,1.7,0.8,0.1,0.1,0.8,3.1,13~14
Othyus Jeffers\jeffeot01,SG,28,TOT,6,0,0.75,0.5,0.75,1.5,0.2,0,0,0.2,1.5,13~14
Royal Ivey\iveyro01,SG,32,OKC,2,0,0,0,,0.5,0,0,0,0,0,13~14
Scotty Hopson\hopsosc01,SG,24,CLE,2,0,0,0,0.5,0,0.5,0.5,0,0,0.5,13~14
Gerald Henderson\hendege02,SG,26,CHA,77,0.348,0.445,0.455,0.761,4,2.6,0.7,0.4,1.5,14,13~14
Manny Harris\harrima01,SG,24,LAL,9,0.35,0.42,0.45,0.833,3.8,1.2,0.4,0.1,1,8.1,13~14
James Harden\hardeja01,SG,24,HOU,73,0.366,0.515,0.529,0.866,4.7,6.1,1.6,0.4,3.6,25.4,13~14
Tim Hardaway\hardati02,SG,21,NYK,81,0.363,0.498,0.523,0.828,1.5,0.8,0.5,0.1,0.6,10.2,13~14
Willie Green\greenwi01,SG,32,LAC,55,0.339,0.407,0.452,0.824,1.4,0.9,0.4,0.2,0.6,5,13~14
Gerald Green\greenge01,SG,28,PHO,82,0.4,0.492,0.547,0.848,3.4,1.5,0.9,0.5,1.8,15.8,13~14
Danny Green\greenda02,SG,26,SAS,68,0.415,0.46,0.562,0.794,3.4,1.5,1,0.9,1.1,9.1,13~14
Eric Gordon\gordoer01,SG,25,NOP,64,0.391,0.456,0.498,0.785,2.6,3.3,1.2,0.2,2.1,15.4,13~14
Ben Gordon\gordobe01,SG,30,CHA,19,0.276,0.367,0.38,0.81,1.4,1.1,0.5,0.1,1.1,5.2,13~14
Archie Goodwin\goodwar01,SG,19,PHO,52,0.139,0.542,0.47,0.673,1.7,0.4,0.4,0.2,0.8,3.7,13~14
Manu Ginobili\ginobma01,SG,36,SAS,68,0.349,0.553,0.541,0.851,3,4.3,1,0.3,2,12.3,13~14
Jimmer Fredette\fredeji01,SG,24,TOT,49,0.476,0.469,0.559,0.905,1.1,1.3,0.3,0.1,1,5.6,13~14
Jamaal Franklin\frankja01,SG,22,MEM,21,0.455,0.393,0.474,1,1.1,0.3,0.2,0.1,0.5,1.9,13~14
Randy Foye\foyera01,SG,30,DEN,81,0.38,0.456,0.521,0.849,2.9,3.5,0.8,0.5,1.8,13.2,13~14
Evan Fournier\fournev01,SG,21,DEN,76,0.376,0.453,0.501,0.756,2.7,1.5,0.4,0.1,1.3,8.4,13~14
Derek Fisher\fishede01,SG,39,OKC,81,0.384,0.402,0.512,0.775,1.5,1.4,0.9,0,0.6,5.2,13~14
Carrick Felix\felixca01,SG,23,CLE,7,0.4,0.556,0.571,0.75,0.9,0.6,0,0,0.6,2.7,13~14
Monta Ellis\ellismo01,SG,28,DAL,82,0.33,0.474,0.478,0.788,3.6,5.7,1.7,0.3,3.2,19,13~14
Wayne Ellington\ellinwa01,SG,26,DAL,45,0.424,0.448,0.536,0.909,1,0.4,0.4,0,0.2,3.2,13~14
Goran Dragic\dragigo01,SG,27,PHO,76,0.408,0.542,0.561,0.76,3.2,5.9,1.4,0.3,2.8,20.3,13~14
DeMar DeRozan\derozde01,SG,24,TOR,79,0.305,0.451,0.452,0.824,4.3,4,1.1,0.4,2.2,22.7,13~14
Matthew Dellavedova\dellama01,SG,23,CLE,72,0.368,0.461,0.508,0.792,1.7,2.6,0.5,0.1,0.8,4.7,13~14
Troy Daniels\danietr01,SG,22,HOU,5,0.48,0.5,0.677,,0.8,1,0,0,0.6,8.4,13~14
Jared Cunningham\cunnija01,SG,22,TOT,13,0.143,0.357,0.31,0.813,0.5,0.6,0.2,0,0.2,2,13~14
Jamal Crawford\crawfja01,SG,33,LAC,69,0.361,0.46,0.496,0.866,2.3,3.2,0.9,0.2,2,18.6,13~14
Allen Crabbe\crabbal01,SG,21,POR,15,0.429,0.316,0.455,0.75,0.6,0.4,0.1,0.1,0.2,2.2,13~14
Ian Clark\clarkia01,SG,22,UTA,23,0.355,0.417,0.47,0.714,0.8,0.7,0.3,0.1,0.6,3,13~14
Vince Carter\cartevi01,SG,37,DAL,81,0.394,0.418,0.497,0.821,3.5,2.6,0.8,0.4,1.3,11.9,13~14
Kentavious Caldwell~Pope\caldwke01,SG,20,DET,80,0.319,0.447,0.46,0.77,2,0.7,0.9,0.2,0.4,5.9,13~14
Nick Calathes\calatni01,SG,24,MEM,71,0.311,0.492,0.487,0.611,1.9,2.9,0.9,0.1,1.4,4.9,13~14
Rasual Butler\butlera01,SG,34,IND,50,0.419,0.521,0.582,0.571,0.8,0.3,0.1,0.2,0.2,2.7,13~14
Jimmy Butler\butleji01,SG,24,CHI,67,0.283,0.457,0.446,0.769,4.9,2.6,1.9,0.5,1.5,13.1,13~14
Alec Burks\burksal01,SG,22,UTA,78,0.35,0.48,0.487,0.748,3.3,2.7,0.9,0.2,1.9,14,13~14
Kobe Bryant\bryanko01,SG,35,LAL,6,0.188,0.491,0.445,0.857,4.3,6.3,1.2,0.2,5.7,13.8,13~14
Shannon Brown\brownsh01,SG,28,TOT,29,0,0.375,0.364,0.714,1,0.3,0.4,0,0.6,2.2,13~14
MarShon Brooks\brookma01,SG,25,TOT,35,0.52,0.44,0.508,0.727,1.5,0.7,0.4,0.1,0.7,4.5,13~14
Avery Bradley\bradlav01,SG,23,BOS,60,0.395,0.451,0.485,0.804,3.8,1.4,1.1,0.2,1.6,14.9,13~14
Keith Bogans\boganke01,SG,33,BOS,6,0.5,,0.75,1,0.5,0.5,0.2,0,0.2,2,13~14
Vander Blue\blueva01,SG,21,BOS,3,0,0.667,0.5,0.2,1,0.3,0,0,0.7,1.7,13~14
Chauncey Billups\billuch01,SG,37,DET,19,0.292,0.323,0.392,0.833,1.5,2.2,0.4,0.1,1.3,3.8,13~14
